KTPU0000000047,ob,mc,lc,nd,oh
KTPU0000000048,dk,ek,bo,ho,cm
KTPU0000000049,jo,io,lp,lr,kr
KTPU0000000050,fq,gs,ns,dd,ok
KTPU0000000051,bj,cq,ek,aj,ac
KTPU0000000052,jn,om,ol,il,im
KTPU0000000053,qm,qn,qe,re,oj
KTPU0000000054,ml,im,mk,jk,ir
KTPU0000000055,em,ak,aj,ko,na
KTPU0000000056,rr,rl,sf,on,bn
KTPU0000000057,mq,pl,pp,rf,ei
KTPU0000000058,de,id,gc,da,he
KTPU0000000059,mq,lq,qp,pp,lr
KTPU0000000060,cl,en,ej,di,bn
KTPU0000000061,kb,mb,kc,mc,jf
KTPU0000000062,mj,kl,jm,lg,ml
KTPU0000000063,hg,jh,ei,sp,os
KTPU0000000064,ie,hf,jc,if,ld
KTPU0000000065,rl,qm,nk,od,mh
KTPU0000000066,ho,hm,jl,gn,gp
KTPU0000000067,ja,ma,le,ke,me
KTPU0000000068,qp,pn,qk,om,qj
KTPU0000000069,ki,jl,kj,jk,cg
KTPU0000000070,fs,do,fn,hq,ff
KTPU0000000071,al,bn,fr,dq,dl
KTPU0000000072,gg,hh,ge,ii,dh
KTPU0000000073,lf,mc,lc,pf,jj
KTPU0000000074,ho,ip,jl,gn,gm
KTPU0000000075,gr,ir,iq,jo,jr
KTPU0000000076,od,eh,pg,ko,lh
KTPU0000000077,mg,le,fg,ih,id
KTPU0000000078,jb,ic,jf,ib,ke
KTPU0000000079,gi,eg,ji,ff,ef
KTPU0000000080,fl,er,js,gs,fs
KTPU0000000081,mi,pe,rf,nf,lf
KTPU0000000082,hr,hs,gr,kp,go
KTPU0000000083,db,ad,ee,bd,ae
KTPU0000000084,od,pa,qf,qe,oa
KTPU0000000085,hp,fo,gp,im,hn
KTPU0000000086,er,eq,ns,cm,dq
KTPU0000000087,ph,qf,ol,qe,nl
KTPU0000000088,ro,pn,qp,om,pq
KTPU0000000089,dq,cr,dr,an,bp
KTPU0000000090,di,dh,eg,fj,dg
KTPU0000000091,eo,fj,en,ai,eh
KTPU0000000092,qq,oo,rp,hm,ho
KTPU0000000093,fr,fs,ds,fq,gr
KTPU0000000094,bh,ip,fs,ls,fl
KTPU0000000095,re,oc,qe,kc,qc
KTPU0000000096,ld,gb,dj,nq,cc
KTPU0000000097,jo,kn,jn,mo,lr
KTPU0000000098,ko,lq,kq,pn,kp
KTPU0000000099,pr,rl,qr,rk,lq
KTPU0000000100,pg,og,rg,ph,of
KTPU0000000101,fa,hc,ga,ic,ia
KTPU0000000102,sq,rq,ps,sr,no
KTPU0000000103,nj,li,mj,oi,lg
KTPU0000000104,cr,co,br,do,cn
KTPU0000000105,kf,ld,lc,ig,if
KTPU0000000106,rp,sp,so,rq,rk
KTPU0000000107,en,bn,cm,cl,bm
KTPU0000000108,rj,of,oi,pj,sj
KTPU0000000109,lg,ld,mg,le,md
KTPU0000000110,il,ij,gj,hj,hk
KTPU0000000111,ek,ci,dl,dm,fi
KTPU0000000112,hp,hn,hq,mn,gp
KTPU0000000113,jo,il,dl,im,dq
KTPU0000000114,mn,jm,gm,sg,sh
KTPU0000000115,ed,do,ec,nd,dj
KTPU0000000116,df,dh,de,cf,cc
KTPU0000000117,mi,kh,ig,lf,jd
KTPU0000000118,od,nb,nc,pa,pf
KTPU0000000119,sh,mn,mo,ln,mm
KTPU0000000120,hi,hh,ji,ke,ig
KTPU0000000121,mj,mi,li,mk,nk
KTPU0000000122,rc,rd,kb,jd,pi
KTPU0000000123,ah,ai,dg,ak,ek
KTPU0000000124,ak,hf,fh,al,de
KTPU0000000125,jr,cq,er,dr,em
KTPU0000000126,he,hf,be,fg,fk
KTPU0000000127,jm,il,gl,gm,gn
KTPU0000000128,nm,lp,lq,mo,mm
KTPU0000000129,re,qf,qg,rg,rk
KTPU0000000130,kn,kj,hl,gl,jn
KTPU0000000131,cp,bq,dp,br,bo
KTPU0000000132,bm,dm,en,qn,ip
KTPU0000000133,pj,ql,pk,rj,qk
KTPU0000000134,bc,fe,bb,gd,jc
KTPU0000000135,gs,is,rp,jo,fs
KTPU0000000136,fn,eo,bn,gn,gm
KTPU0000000137,lo,go,hp,lp,jm
KTPU0000000138,kf,jf,hi,lc,ig
KTPU0000000139,kh,ih,lh,jh,gc
KTPU0000000140,jh,hh,nb,ie,jg
KTPU0000000141,pj,qk,pk,pb,pn
KTPU0000000142,rn,pr,pn,qr,qm
KTPU0000000143,ge,gd,fd,fc,mf
KTPU0000000144,jj,jk,ij,mi,li
KTPU0000000145,bq,bp,dq,do,co
KTPU0000000146,ml,ik,jl,kh,nl
KTPU0000000147,nr,oq,or,ol,jo
KTPU0000000148,cd,dc,hi,eh,fg
KTPU0000000149,nd,ke,ne,jc,kb
KTPU0000000150,ko,jo,jk,kk,im
KTPU0000000151,qe,qd,od,nd,qg
KTPU0000000152,nd,qf,md,cn,ph
KTPU0000000153,de,pj,ce,eq,ep
KTPU0000000154,ri,sj,rh,oj,si
KTPU0000000155,jh,lf,nl,nk,li
KTPU0000000156,hh,lh,fi,jh,li
KTPU0000000157,cn,bp,do,ap,ao
KTPU0000000158,go,dr,gp,ho,cr
KTPU0000000159,dj,ek,el,dl,ks
KTPU0000000160,ff,lm,ji,ab,qm
KTPU0000000161,jf,mf,ki,mg,fp
KTPU0000000162,qs,rs,nn,op,oo
KTPU0000000163,ql,qn,qq,pk,pj
KTPU0000000164,eh,cl,bh,ck,dk
KTPU0000000165,ef,gp,en,fe,ff
KTPU0000000166,ce,ac,ab,be,kc
KTPU0000000167,ik,jj,lk,kj,nk
KTPU0000000168,pi,ri,qm,pk,rj
KTPU0000000169,ae,cm,ao,el,jf
KTPU0000000170,mm,mn,nl,nn,mp
KTPU0000000171,oa,sc,lb,da,sb
KTPU0000000172,cc,cb,eb,ai,di
KTPU0000000173,fe,ff,ea,kg,gf
KTPU0000000174,lm,ln,or,kn,nl
KTPU0000000175,il,fh,kb,ab,fl
KTPU0000000176,jj,kj,ki,li,mi
KTPU0000000177,go,io,hl,ip,hp
KTPU0000000178,rr,gq,hq,fq,oq
KTPU0000000179,lh,ne,ng,li,nh
KTPU0000000180,jq,mp,lo,mq,ko
KTPU0000000181,jo,or,hs,nn,fk
KTPU0000000182,pe,nd,rc,qb,rf
KTPU0000000183,dg,ch,gl,af,df
KTPU0000000184,go,en,es,fs,br
KTPU0000000185,ga,ic,fb,jd,gb
KTPU0000000186,el,en,gp,fk,ep
KTPU0000000187,bk,ak,bj,al,dm
KTPU0000000188,mb,ob,rc,ld,lb
KTPU0000000189,hc,kb,ia,ie,hb
KTPU0000000190,ma,qa,rd,sb,ra
KTPU0000000191,ne,og,ng,ld,pb
KTPU0000000192,ff,eg,ge,ef,id
KTPU0000000193,nd,md,nb,ne,oe
KTPU0000000194,nf,ld,md,so,jf
KTPU0000000195,es,hs,do,hp,cq
KTPU0000000196,ik,ll,lm,ih,ml
KTPU0000000197,nh,li,le,kl,mj
KTPU0000000198,in,en,dn,ep,do
KTPU0000000199,lh,hg,if,eh,mi
KTPU0000000200,fo,hq,iq,ir,gp
KTPU0000000201,jq,qm,gq,kq,qp
KTPU0000000202,qh,qe,nc,qi,mc
KTPU0000000203,fk,di,dl,fg,bh
KTPU0000000204,jn,ll,ln,jm,kn
KTPU0000000205,fk,gk,hj,gi,hi
KTPU0000000206,lg,ld,ke,kd,md
KTPU0000000207,bf,af,di,ah,be
KTPU0000000208,jj,mj,kk,ji,jk
KTPU0000000209,mp,lp,po,lq,qn
KTPU0000000210,qr,op,qk,qp,rp
KTPU0000000211,jp,cf,qf,gc,cc
KTPU0000000212,om,pn,ni,qk,hp
KTPU0000000213,lc,oa,mc,na,me
KTPU0000000214,cj,ck,if,he,cq
KTPU0000000215,rp,so,sp,oo,mk
KTPU0000000216,ja,jb,kb,id,mc
KTPU0000000217,ip,jq,hp,jp,iq
KTPU0000000218,fr,eq,hp,cn,cq
KTPU0000000219,ph,se,og,mi,oh
KTPU0000000220,sg,gf,sh,kd,ph
KTPU0000000221,nf,mc,mg,mi,of
KTPU0000000222,qd,rf,oe,od,rc
KTPU0000000223,fq,fr,bq,bp,dr
KTPU0000000224,pa,rd,qa,rc,ra
KTPU0000000225,jh,mh,mi,nh,nk
KTPU0000000226,nr,os,jr,oq,nq
KTPU0000000227,is,ks,io,np,ln
KTPU0000000228,cf,cg,jd,op,bf
KTPU0000000229,ed,ba,ge,hb,hd
KTPU0000000230,ib,lf,mf,id,ke
KTPU0000000231,ch,bg,bh,ci,bf
KTPU0000000232,cr,fo,fr,gp,fp
KTPU0000000233,qk,pi,nk,qi,oj
KTPU0000000234,lq,mq,oq,lk,op
KTPU0000000235,ck,ak,aj,cm,bm
KTPU0000000236,nj,kj,mj,mh,ji
KTPU0000000237,gi,gj,ij,ih,gh
KTPU0000000238,fc,ec,hf,fb,eb
KTPU0000000239,go,ep,gq,er,hq
KTPU0000000240,ep,co,gs,hq,bm
KTPU0000000241,ji,jj,jl,kj,jh
KTPU0000000242,rn,si,hs,sp,pe
KTPU0000000243,dg,af,de,ef,el
KTPU0000000244,nq,pp,op,nr,pr
KTPU0000000245,kh,jh,pp,oh,pg
KTPU0000000246,cj,dh,bg,dg,qq
KTPU0000000247,ij,hi,hh,li,jj
KTPU0000000248,dq,do,bm,dl,eq
KTPU0000000249,op,or,qr,oo,rm
KTPU0000000250,eo,do,dn,em,dm
KTPU0000000251,lb,pg,pp,pb,ph
KTPU0000000252,os,rp,dg,gi,dh
KTPU0000000253,lr,kr,hp,ep,fs
KTPU0000000254,hq,nm,eq,cm,cn
KTPU0000000255,lp,lm,mn,km,nn
KTPU0000000256,kp,mr,jp,mq,lo
KTPU0000000257,lj,ml,nm,oh,lk
KTPU0000000258,cn,cm,he,cc,cg
KTPU0000000259,cn,dm,ko,gp,fr
KTPU0000000260,fk,cm,ej,cf,cl
KTPU0000000261,jo,io,jk,op,oq
KTPU0000000262,hb,id,gb,md,ie
KTPU0000000263,gi,fj,gj,il,fl
KTPU0000000264,mo,qr,pp,rr,rl
KTPU0000000265,no,np,jp,io,pn
KTPU0000000266,eo,ks,jm,gj,hk
KTPU0000000267,ep,ci,fq,fp,do
KTPU0000000268,sl,rn,qn,rp,rr
KTPU0000000269,pn,pm,om,rm,pr
KTPU0000000270,cq,dq,en,do,hp
KTPU0000000271,lo,jm,jl,il,hj
KTPU0000000272,np,qe,re,nn,pk
KTPU0000000273,ia,hd,hk,po,he
KTPU0000000274,ld,of,oe,od,kd
KTPU0000000275,ch,dg,ci,gg,pg
KTPU0000000276,kc,kd,gc,db,kb
KTPU0000000277,rc,qc,qa,rb,pa
KTPU0000000278,cf,ie,gh,fe,en
KTPU0000000279,nq,nr,rs,jr,jq
KTPU0000000280,ki,ig,nk,ll,jj
KTPU0000000281,po,qm,pq,mq,rn
KTPU0000000282,or,oo,ls,lo,oq
KTPU0000000283,kd,le,hj,ge,gj
KTPU0000000284,si,ok,rf,qm,pe
KTPU0000000285,pp,pq,qp,cd,dd
KTPU0000000286,ob,qb,qh,rf,oe
KTPU0000000287,lh,mh,ki,nm,jh
KTPU0000000288,fc,eb,bc,ee,bd
KTPU0000000289,mr,mq,or,lq,so
KTPU0000000290,qk,rj,pr,qj,qi
KTPU0000000291,nf,ie,ee,sm,ib
KTPU0000000292,cd,de,ef,hc,hd
KTPU0000000293,oc,od,nc,rd,dp
KTPU0000000294,ma,na,lc,md,ib
KTPU0000000295,gd,hf,ee,if,gi
KTPU0000000296,hk,dn,cj,fl,ci
KTPU0000000297,pr,nq,qp,po,np
KTPU0000000298,od,qc,rd,me,qb
KTPU0000000299,og,qg,ne,nf,ob
KTPU0000000300,jq,kp,jm,iq,mk
KTPU0000000301,iq,lq,ir,fr,io
KTPU0000000302,ml,mk,om,nm,og
KTPU0000000303,dp,dq,cp,op,oq
KTPU0000000304,pr,po,nq,np,oo
KTPU0000000305,je,rm,qr,pr,rl
KTPU0000000306,hg,kj,cn,an,cp
KTPU0000000307,iq,jr,fq,ip,io
KTPU0000000308,gc,cc,gb,ce,fd
KTPU0000000309,le,id,ib,ke,kc
KTPU0000000310,nb,rd,rc,pp,qp
KTPU0000000311,dd,dp,dc,pd,cp
KTPU0000000312,eh,em,ep,hq,hg
KTPU0000000313,no,nq,mk,hk,ko
KTPU0000000314,hd,id,re,ha,qc
KTPU0000000315,lp,po,lo,nn,lq
KTPU0000000316,ds,fq,cr,cs,fn
KTPU0000000317,gn,fp,hm,jn,en
KTPU0000000318,ij,jj,ii,ik,hl
KTPU0000000319,gl,bl,rs,cj,el
KTPU0000000320,lb,mc,mb,nd,nc
KTPU0000000321,gk,fk,bl,fj,dl
KTPU0000000322,ge,hd,fd,cc,dc
KTPU0000000323,qn,nq,li,lh,jf
KTPU0000000324,lh,kg,li,lg,kf
KTPU0000000325,fo,dp,gm,hp,em
KTPU0000000326,ae,bn,ai,aj,ef
KTPU0000000327,mo,ko,nn,nm,jl
KTPU0000000328,ei,ff,fd,fi,gh
KTPU0000000329,dd,dp,dc,pd,cp
KTPU0000000330,sl,sh,bf,op,jj
KTPU0000000331,ec,cn,fc,cf,dg
KTPU0000000332,ip,hq,io,hp,lr
KTPU0000000333,pp,cc,fc,cf,pd
KTPU0000000334,jp,ip,hl,kg,fo
KTPU0000000335,el,hs,ns,is,om
KTPU0000000336,om,qn,pn,qm,ke
KTPU0000000337,io,jp,lr,kp,hp
KTPU0000000338,ro,qp,iq,qo,fq
KTPU0000000339,qd,rb,qe,cb,sc
KTPU0000000340,qi,nq,kq,qq,mg
KTPU0000000341,dn,cn,co,bk,dr
KTPU0000000342,dn,fp,ej,en,eq
KTPU0000000343,rs,po,qd,on,pi
KTPU0000000344,lh,mf,lf,nl,rg
KTPU0000000345,bf,bn,ef,jf,je
KTPU0000000346,pp,pq,qp,dd,cd
KTPU0000000347,lj,hj,kj,ap,ae
KTPU0000000348,jh,mj,nb,gh,ih
KTPU0000000349,pd,dp,cc,qd,pc
KTPU0000000350,cb,dd,bg,bb,bh
KTPU0000000351,ki,nf,oo,pr,ni
KTPU0000000352,oa,qb,pc,qa,sc
KTPU0000000353,mr,nr,or,cj,dj
KTPU0000000354,ej,fj,eh,ad,jj
KTPU0000000355,bi,ck,bj,gf,gg
KTPU0000000356,kf,le,fc,ic,cc
KTPU0000000357,af,on,bf,ad,nl
KTPU0000000358,dq,br,aq,gr,bd
KTPU0000000359,kl,ll,km,gm,oj
KTPU0000000360,gj,fs,ge,fi,sg
KTPU0000000361,fj,gi,ag,fi,fh
KTPU0000000362,cd,ec,ac,ad,ce
KTPU0000000363,bj,hm,bl,em,jo
KTPU0000000364,cq,fq,cn,ad,he
KTPU0000000365,ld,le,mb,lf,nh
KTPU0000000366,ko,mq,jn,jo,or
KTPU0000000367,om,mn,mp,lo,nm
KTPU0000000368,df,ef,dg,ec,dc
KTPU0000000369,gn,go,fo,lq,hn
KTPU0000000370,mc,pc,ld,ea,cg
KTPU0000000371,ak,in,er,al,bp
KTPU0000000372,hg,fh,hh,hk,gg
KTPU0000000373,oj,rl,pi,ok,sj
KTPU0000000374,jq,hs,js,kr,gp
KTPU0000000375,sh,cc,ld,ei,km
KTPU0000000376,la,oc,nb,ld,md
KTPU0000000377,id,fd,ib,bc,mc
KTPU0000000378,lp,kp,rp,mq,mo
KTPU0000000379,li,lg,ji,hi,ih
KTPU0000000380,ee,fg,gf,hh,bi
KTPU0000000381,lm,ok,ql,ll,km
KTPU0000000382,hg,ii,ge,hh,qm
KTPU0000000383,io,lp,lo,km,jq
KTPU0000000384,rh,sj,qh,pg,re
KTPU0000000385,hi,gi,mk,ma,ng
KTPU0000000386,ba,db,bb,ea,eb
KTPU0000000387,sh,rf,re,qc,qe
KTPU0000000388,ml,ll,kn,ln,kl
KTPU0000000389,dd,cc,ce,dg,cf
KTPU0000000390,gr,kr,is,om,rf
KTPU0000000391,mf,kh,nf,jg,oe
KTPU0000000392,cn,co,eo,bn,gr
KTPU0000000393,no,nr,oq,jo,mo
KTPU0000000394,jn,or,oa,el,lj
KTPU0000000395,db,cm,dd,bj,ff
KTPU0000000396,qo,qp,si,qk,ql
KTPU0000000397,pj,ki,li,rr,bd
KTPU0000000398,km,ll,il,ik,nl
KTPU0000000399,jc,lc,mm,sf,rb
KTPU0000000400,li,mj,jf,of,ki
KTPU0000000401,mq,kn,ls,op,np
KTPU0000000402,qk,fq,fc,pk,cf
KTPU0000000403,cn,eq,hq,po,dn
KTPU0000000404,gh,gg,hh,lk,hm
KTPU0000000405,io,fp,hm,hn,jr
KTPU0000000406,be,bj,ei,bf,fg
KTPU0000000407,qn,pm,ls,om,qj
KTPU0000000408,bl,bk,er,go,cj
KTPU0000000409,mb,le,me,nb,oe
KTPU0000000410,qh,rh,mi,pj,nj
KTPU0000000411,cd,hb,ld,jc,jb
KTPU0000000412,cl,fr,cm,gk,cq
KTPU0000000413,ee,df,dc,gj,ge
KTPU0000000414,nn,ol,om,qk,qj
KTPU0000000415,nj,oi,oh,kg,nh
KTPU0000000416,lr,mr,kp,op,or
KTPU0000000417,bo,bn,ns,os,cq
KTPU0000000418,ea,fd,fe,df,ef
KTPU0000000419,nl,ok,kk,nd,kj
KTPU0000000420,kh,jg,lq,lo,gi
KTPU0000000421,di,ms,eh,pp,ei
KTPU0000000422,rm,qn,qm,ck,hl
KTPU0000000423,ec,fc,fb,jf,db
KTPU0000000424,nh,on,pn,lh,lm
KTPU0000000425,hb,id,af,ok,ke
KTPU0000000426,mh,ml,oj,ki,ll
KTPU0000000427,hp,ip,iq,cj,ho
KTPU0000000428,id,hf,ic,hd,ee
KTPU0000000429,nk,si,sj,mh,ml
KTPU0000000430,jp,br,fo,cs,bq
KTPU0000000431,ci,qj,nc,cf,df
KTPU0000000432,db,bc,ck,rd,ek
KTPU0000000433,cr,gq,bp,co,bq
KTPU0000000434,hf,ee,gg,fg,ef
KTPU0000000435,lo,kr,pm,gn,km
KTPU0000000436,md,ph,rf,sc,fh
KTPU0000000437,ic,id,qj,nq,cn
KTPU0000000438,sq,rq,so,jl,oh
KTPU0000000439,ln,lo,mo,kk,lp
KTPU0000000440,ic,kd,id,jb,kb
KTPU0000000441,cp,dq,qc,bp,cr
KTPU0000000442,ik,gj,hl,ij,gl
KTPU0000000443,fk,mk,nk,hl,mm
KTPU0000000444,jg,jf,rf,re,bf
KTPU0000000445,ld,ib,mc,nb,nc
KTPU0000000446,ke,hg,lf,ih,kg
KTPU0000000447,lh,ki,kh,le,ri
KTPU0000000448,oj,ni,pl,mi,nq
KTPU0000000449,go,ad,kk,jk,nl
KTPU0000000450,ai,bc,aj,mh,dr
KTPU0000000451,ga,gb,ef,fh,eh
KTPU0000000452,jn,no,mq,kl,or
KTPU0000000453,ks,jo,la,ap,lr
KTPU0000000454,kq,op,jq,bo,jr
KTPU0000000455,dr,er,cr,eo,ds
KTPU0000000456,bi,bh,ac,ea,si
KTPU0000000457,os,qs,ms,ii,dm
KTPU0000000458,fk,dk,cl,ch,fh
KTPU0000000459,qr,nj,sl,pr,je
KTPU0000000460,op,qm,nq,oq,pp
KTPU0000000461,ne,nc,qd,qb,ml
KTPU0000000462,fc,db,ga,ld,bc
KTPU0000000463,co,do,bq,ap,dq
KTPU0000000464,hr,os,hp,fq,jn
KTPU0000000465,af,ej,kr,hg,je
KTPU0000000466,ik,il,in,hn,ij
KTPU0000000467,ob,ma,ka,la,oa
KTPU0000000468,fa,gc,pd,jh,qf
KTPU0000000469,ck,in,qe,hn,hp
KTPU0000000470,fi,fk,ei,ej,gi
KTPU0000000471,ne,pe,me,md,pb
KTPU0000000472,qp,pq,pp,cd,qq
KTPU0000000473,sf,sc,da,qc,qa
KTPU0000000474,gq,iq,ip,gp,fq
KTPU0000000475,jr,kr,io,iq,ip
KTPU0000000476,is,gs,ir,eq,js
KTPU0000000477,nc,he,ie,qc,if
KTPU0000000478,nn,mo,iq,pn,pm
KTPU0000000479,qi,qh,pk,oh,qc
KTPU0000000480,ia,lo,qr,no,on
KTPU0000000481,gp,gn,iq,fo,gq
KTPU0000000482,ln,rn,pl,ll,no
KTPU0000000483,pg,qf,rh,qi,ri
KTPU0000000484,mk,mi,mn,li,mh
KTPU0000000485,sq,sp,nr,nq,gs
KTPU0000000486,mj,md,mc,nc,pf
KTPU0000000487,dn,dq,bn,cm,dm
KTPU0000000488,jg,jc,le,ih,lh
KTPU0000000489,jl,il,ik,kj,gh
KTPU0000000490,sh,ri,se,sg,sk
KTPU0000000491,mc,md,nd,pe,rc
KTPU0000000492,rn,rk,qj,rm,oq
KTPU0000000493,go,em,gm,en,fo
KTPU0000000494,sh,ds,na,ls,cs
KTPU0000000495,cb,dj,ge,cj,dk
KTPU0000000496,cr,do,eo,es,an
KTPU0000000497,rs,qp,os,ll,or
KTPU0000000498,ic,kc,kb,hb,ja
KTPU0000000499,bd,cd,db,ce,cb
KTPU0000000500,ao,bo,am,fr,cr
KTPU0000000501,nb,ob,pb,ka,pa
KTPU0000000502,ll,kn,mn,km,ml
KTPU0000000503,hr,gr,gg,gk,il
KTPU0000000504,ki,mo,mm,ij,gm
KTPU0000000505,jp,gl,ip,fm,gp
KTPU0000000506,nd,le,md,pe,pf
KTPU0000000507,ml,ll,km,ln,mn
KTPU0000000508,fg,cf,cj,cl,ck
KTPU0000000509,id,ie,hg,jd,if
KTPU0000000510,dn,cl,dl,cq,bp
KTPU0000000511,ma,ea,pj,ee,ne
KTPU0000000512,pi,rk,oi,jl,rj
KTPU0000000513,se,qb,rg,mg,sc
KTPU0000000514,in,jn,ho,do,io
KTPU0000000515,le,ld,of,lk,og
KTPU0000000516,hc,bd,nd,dj,bc
KTPU0000000517,lp,lq,qr,lo,jo
KTPU0000000518,on,ho,kr,qq,oo
KTPU0000000519,fc,cc,de,ee,db
KTPU0000000520,fn,gp,cq,gn,bp
KTPU0000000521,ll,mi,oh,lk,ri
KTPU0000000522,fk,ik,hj,fj,mn
KTPU0000000523,ln,ik,il,nm,pl
KTPU0000000524,mh,lj,sh,ij,jk
KTPU0000000525,pl,lm,nq,al,lr
KTPU0000000526,ek,bg,df,ff,ef
KTPU0000000527,lg,oa,le,od,lc
KTPU0000000528,ae,mb,dj,ef,ck
KTPU0000000529,ck,cj,bj,bp,jq
KTPU0000000530,np,on,no,pn,oq
KTPU0000000531,nf,nc,pa,pf,md
KTPU0000000532,nc,mc,mb,sd,pa
KTPU0000000533,fj,ei,ej,fk,fl
KTPU0000000534,hc,bh,bi,ej,lo
KTPU0000000535,gc,bg,hd,he,fd
KTPU0000000536,ee,gd,ci,bd,df
KTPU0000000537,ln,sr,sp,on,qs
KTPU0000000538,nf,oc,lm,mb,nb
KTPU0000000539,hn,im,gn,go,km
KTPU0000000540,fj,ki,ad,jj,hi
KTPU0000000541,lp,bo,lq,bl,eq
KTPU0000000542,ki,lk,jk,li,ik
KTPU0000000543,qg,rg,rd,qb,mj
KTPU0000000544,fi,fj,ck,oj,gn
KTPU0000000545,am,an,ao,fm,ep
KTPU0000000546,lh,nb,rf,pn,oh
KTPU0000000547,jr,lq,ip,jo,lg
KTPU0000000548,kq,jr,mo,mn,no
KTPU0000000549,de,bd,ec,fd,dc
KTPU0000000550,mj,lg,of,qf,oh
KTPU0000000551,bo,co,di,fc,eb
KTPU0000000552,jc,kc,ed,gf,hd
KTPU0000000553,qg,ph,rh,rf,mg
KTPU0000000554,ml,ol,qk,rm,qj
KTPU0000000555,en,gr,em,ap,ao
KTPU0000000556,nh,mf,ni,pn,rl
KTPU0000000557,rf,pe,qj,rc,sj
KTPU0000000558,oi,oh,qj,jd,ml
KTPU0000000559,rp,po,oo,pp,dp
KTPU0000000560,ks,hb,mi,ek,mb
KTPU0000000561,bb,be,bd,cd,hg
KTPU0000000562,la,pa,gk,oa,po
KTPU0000000563,dn,dm,hg,io,kf
KTPU0000000564,km,mn,mm,jn,gq
KTPU0000000565,jp,dr,er,ko,bp
KTPU0000000566,oc,nf,mf,mc,ng
KTPU0000000567,lo,nl,pm,rf,se
KTPU0000000568,ai,di,jq,cd,ga
KTPU0000000569,om,on,mq,nn,hq
KTPU0000000570,ic,jb,jc,dg,po
KTPU0000000571,nn,oh,pi,ni,pk
KTPU0000000572,ao,dr,cq,es,br
KTPU0000000573,jl,hk,hj,kk,ik
KTPU0000000574,ob,jb,nh,mg,pb
KTPU0000000575,hc,ie,gc,hi,jc
KTPU0000000576,fi,gi,fh,ej,di
KTPU0000000577,bl,ck,cl,dl,af
KTPU0000000578,kq,co,hp,eq,dm
KTPU0000000579,oi,pl,qk,qi,qm
KTPU0000000580,ni,ka,ii,ph,bc
KTPU0000000581,ql,ol,no,qq,rm
KTPU0000000582,er,bp,eq,eo,cr
KTPU0000000583,mk,ri,nk,po,qj
KTPU0000000584,dg,ch,bf,cc,bi
KTPU0000000585,ib,jb,mc,hb,on
KTPU0000000586,gd,bn,hm,gs,sn
KTPU0000000587,jk,jp,jl,kr,jn
KTPU0000000588,cg,ei,bq,ej,cf
KTPU0000000589,sf,qd,gf,fh,pa
KTPU0000000590,om,oj,pk,nl,pm
KTPU0000000591,pc,qa,sc,sb,rb
KTPU0000000592,of,oc,qc,mf,mh
KTPU0000000593,kd,hc,gi,gb,gf
KTPU0000000594,sg,sh,se,pd,dn
KTPU0000000595,hh,en,ij,ii,gh
KTPU0000000596,er,dr,fp,hp,bo
KTPU0000000597,ka,ha,sh,me,mi
KTPU0000000598,ic,ib,la,jd,hb
KTPU0000000599,rs,ah,bj,gs,mg
KTPU0000000600,ad,bb,ac,mk,ba
KTPU0000000601,id,ic,aj,po,ge
KTPU0000000602,cd,bc,dd,bb,db
